|['', 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]|
|['dm1.csv', 0.0009779999999999234, 0.0007920000000001259, 0.0004889999999999617, 0.0005169999999998787, 0.0006630000000000802, 0.0006149999999998101]|
|['dm2.csv', 0.0014499999999999513, 0.0007639999999999869, 0.0006639999999999979, 0.0006919999999999149, 0.0008030000000001092, 0.0006539999999999324]|
|['dm3.csv', 0.004162999999999917, 0.00607100000000016, 0.003481999999999985, 0.001044000000000045, 0.0004630000000001022, 0.00023399999999984544]|
|['dm4.csv', 26.554313, 1.308875999999998, 0.17542399999999958, 0.05566800000000072, 0.02558700000000158, 0.01624400000000037]|
