|['', 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]|
|['dm1.csv', 0.0004009999999999847, 0.0015279999999999738, 0.0014380000000000503, 0.0002809999999999757, 0.001246999999999776, 0.0010559999999997238]|
|['dm2.csv', 0.0013969999999998706, 0.0011369999999999436, 0.000780000000000225, 0.0006260000000000154, 0.0009769999999997836, 0.0010090000000007038]|
|['dm3.csv', 0.006496999999999531, 0.0009269999999999001, 0.00356600000000018, 0.0013430000000003162, 0.0006330000000005498, 0.0007190000000001362]|
|['dm4.csv', 2.3431929999999994, 0.46886899999999976, 0.20867199999999997, 0.07811899999999916, 0.030514000000000152, 0.03350100000000111]|
