0,2,6,7
0,3,4,6
0,4,6,7
2,4,6,7
0,1,3,7
0,2,3,4
0,1,2,7
0,3,6,7
0,1,6,7
0,2,3,7
0,3,4,7
0,1,2,4
0,2,4,6
0,2,4,7
0,1,2,3,6
